Battenberg	Tumor_Barcode	PGA	PGA_Subclonal	PGA_TETRA	PGA_LOH	PGA_Haploid_LOH	MCN	MCN_WGD	MCN_CHR	DPClust_Mutations	ASCAT_Purity	ASCAT_Ploidy	BB_Purity	BB_Ploidy	CCUBE_Purity	GOF	High_Purity	WGD_MP2_Number	WGD_MP2_Ratio	WGD_EVEN_Ratio	nWGD_CCF_MCluster	nWGD_CCF_MCluster_Detail	nWGD_Substantial_Segment	nWGD_Substantial_Segment_Detail	Super_Cluster_1	Super_Cluster_5	Super_Cluster_10	Homozoygous_Deletion	Homozoygous_Deletion2	Homozoygous_Deletion_Detail	DPCLUST_Detail	Cluster_ChrEnrich	Cluster_Signatures
Battenberg_0	NSLC-1166-T01	0.001071761312801186	0.001071761312801186	0	0.001071761312801186	1.1651008181849539e-4	0.0010070975538078342	nWGD	0	104	1	2.0025182047036	0.969	1.9973803733776	0.5804739656661403	0.0513008966632368	BB_Purity|ASCAT_Purity	0		0.0010441230592586708	0		0		0	0	0	0	N		C1|0.27(0.18-0.64)|25; C2|0.18(0.14-0.32)|68	C1|chr10|0.17; C2|chr1|0.14	C1|SBS40|0.52; C2|SBS1|0.75; ALL|SBS1|0.64
Battenberg_0.17_2.00	NSLC-1166-T01	0.02332109824776497	7.332846902881201e-4	9.890838159128275e-4	0.02104663651099278	0	0.002251241938646876	nWGD	0	104	0.17442	2	0.17442	2.1562796285486	0.5822393864243273	0.343475018642804		0		0.02211283574491586	0		0		1	1	1	1	Y	chr19:1:58.32|chrX:1:2.22	C1|1.55(0.98-3.44)|20; C2|1.00(0.81-1.75)|73	C1|chr10|0.15; C2|chr1|0.14	C1|SBS40|0.49; C2|SBS1|0.73; ALL|SBS1|0.64
Battenberg_0	NSLC-0298-T01	0.671119229671935	0.2928258575406139	0.24285935421800467	0.15778155406790534	0.030559547593424524	0.622531920871797	WGD	14	8069	0.4	2.9168423428167	0.3992	2.8336360064645	0.4822868527395876	0.489358226997985		1860	0.0489247311827957	0.2623373471949568	0		4	chr20:26.2|chrX:58.27|chrX:27.79|chrX:65.01	0	0	0	0	N		C2|1.01(0.44-1.04)|5907; C3|0.42(0.41-0.94)|2111	C2|chr5|0.12; C3|chr1|0.11	C2|SBS40|0.87; C3|SBS40|0.86; ALL|SBS40|0.87
Battenberg_0	NSLC-0077-T01	0.0029984130043931353	0.002643684217369367	0	0.0028373284886299894	0.0028373284886299894	1.6982738835572694e-4	nWGD	0	1466	1	2.01381006825564	0.936	1.98331584737526	0.6943908530011839	0.012673529870535	|ASCAT_Purity	0		0	0		0		0	0	0	0	N		C1|0.76(0.64-0.84)|425; C2|0.32(0.15-0.43)|466; C3|0.15(0.14-0.30)|562	C1|chr1|0.09; C2|chrX|0.13; C3|chrX|0.10	C1|SBS5|0.85; C2|SBS5|0.88; C3|SBS5|0.86; ALL|SBS5|0.90
Battenberg_0.14_2.00	NSLC-0077-T01	0.11671973906262889	0.012131791951758753	0	0.11671973906262889	6.388416041754126e-4	0.0031611332830452673	nWGD	0	1466	0.1404	2	0.1388556	2.01155990609457	0.6954471577276691	0.0431679925128685		0		0.1236135943561685	0		0		2	2	2	5	Y	chr1:1:0.16|chr14:1:0.01|chr16:1:90.06|chr17:1:82.97|chr19:1:58.34|chr20:1:64.22|chr22:1:34.84|chr3:1:1.98|chr7:1:6.55|chrX:2:3.5	C1|5.11(3.85-5.52)|417; C2|2.13(1.00-3.04)|460; C3|0.99(0.96-2.06)|576	C1|chr1|0.09; C2|chrX|0.13; C3|chrX|0.10	C1|SBS5|0.84; C2|SBS5|0.88; C3|SBS5|0.86; ALL|SBS5|0.90
Battenberg_0	NSLC-0083-T01	0.0038700524064622485	0.0037269920528466166	0	0.0038700524064622485	0.0038700524064622485	0	nWGD	0	1813	1	2.00699091968535	0.903	1.99198103161309	0.5245241846385367	0.0124148978774529	|ASCAT_Purity	0		0	0		0		0	0	0	0	N		C1|0.61(0.32-0.65)|152; C2|0.30(0.17-0.36)|818; C3|0.17(0.16-0.30)|827	C1|chr8|0.10; C2|chr5|0.08; C3|chr4|0.08	C1|SBS5|0.73; C2|SBS5|0.90; C3|SBS5|0.89; ALL|SBS5|0.91
Battenberg_0.15_2.00	NSLC-0083-T01	0.004568815639903333	0	0	0.004568815639903333	6.242624614513931e-4	0.004080099753074148	nWGD	0	1813	0.15351	2	0.15351	2.28262007980053	0.5256244685539587	0.400080096115338		0		0.0012736474964846862	0		0		2	2	1	0	N	chr1:1:0.23	C1|3.56(1.87-3.78)|144; C2|1.76(1.04-2.06)|782; C3|1.05(1.01-1.80)|871	C1|chr8|0.10; C2|chrX|0.10; C3|chr2|0.08	C1|SBS5|0.73; C2|SBS5|0.90; C3|SBS5|0.89; ALL|SBS5|0.91
Battenberg_0.80_3.12	NSLC-0476-T03	0.7451250016604436	0.7029357369102103	0.0769202234493177	0.47314821592613826	0.12570057708961452	0.620521771327257	WGD	13	7657	0.8	3.12365784984906	0.8096	2.34362158021559	0.5875222365396229	0.0457280579161761		871	0.06544202066590127	0.45952919289345723	0		2	chr6:28.28|chr17:56.55	0	0	0	0	N		C1|0.95(0.73-0.99)|4306; C2|0.78(0.57-0.96)|1602; C3|0.64(0.37-0.82)|454; C4|0.40(0.25-0.66)|269; C5|0.25(0.23-0.42)|934	C1|chr2|0.11; C2|chr1|0.08; C3|chrX|0.18; C4|chr1|0.18; C5|chr1|0.16	C1|SBS40|0.80; C2|SBS40|0.78; C3|SBS40|0.77; C4|SBS40|0.67; C5|SBS40|0.76; ALL|SBS40|0.79
Battenberg_0	NSLC-0476-T03	0.9497298552651696	0.16555624962077198	0.08252019226031174	0.4729754027721348	0.009027825162236916	0.938997796815775	WGD	22	7657	0.42	4.52302936136497	0.40404	4.54280088626286		0.778787863913255		0		0.5200629434171897	0		1	chr8:11.6	0	0	0	0	N		C2|0.98(0.97-1.00)|7559	C2|chr1|0.09	C2|SBS40|0.79; ALL|SBS40|0.79
Battenberg_0	NSLC-1198-T01	0.38833816972149765	0.1960514196903441	0	0.323034888118574	0.3094272668005913	0.07891090292090636	nWGD	1	22982	0.37	1.86939731854485	0.38702	1.74978410291501	0.5293462087294408	0.329078978190691		0		0.01155532365057738	0		6	chr11:13.92|chr12:133.24|chr14:16.45|chr16:24.86|chr19:25.27|chr22:35.24	0	0	0	0	N		C1|1.02(0.82-1.04)|21749; C3|0.34(0.32-0.82)|951	C1|chr2|0.10; C3|chr4|0.13	C1|SBS4|0.96; C3|SBS40|0.77; ALL|SBS4|0.96
Battenberg_0	NSLC-0042-T01	0.7138022113664139	0.12165046715675837	0.062307449721182837	0.03473190358853365	0.030486596783247853	0.6676268472598047	WGD	15	1183	0.14	3.03784700259902	0.133	2.71423731729099	0.3631418577522055	0.781262862272968		0		0.07016924208999728	0		4	chr5:45.27|chr9:27.51|chr14:87.05|chr17:56.58	0	0	0	0	N	chr1:1:0.23	C1|1.09(1.07-1.12)|1169	C1|chr7|0.10	C1|SBS40|0.85; ALL|SBS40|0.86
Battenberg_0	NSLC-0732-T01	0.8056808863193154	0.38957320602880896	0.183548051614086	0.23451608925471532	0.02801835979717337	0.7670955055584837	WGD	18	10266	0.57	3.03693096003835	0.57798	2.87558106415886	0.589273386998856	0.463338618567451		1949	0.10826064648537712	0.42306308478854165	0		5	chr2:58.78|chr4:46.34|chr12:14.25|chr22:11.04|chr22:15.68	0	0	0	0	N		C1|0.95(0.55-1.00)|7767; C3|0.42(0.37-0.92)|2321	C1|chr2|0.11; C3|chr8|0.09	C1|SBS40|0.82; C3|SBS40|0.80; ALL|SBS40|0.82
Battenberg_0	NSLC-0464-T01	0.0994449098796627	0.03199537408519216	0	0.0994449098796627	0.08601431657233057	0.003291404170602731	nWGD	0	10484	0.22	1.82116303857888	0.21076	1.83459826586833	0.28470441844993377	0.688801655512707		0		0.012077916647315029	0		1	chr12:31.24	0	0	0	1	Y	chr12:3:39.16	C2|1.09(0.66-1.13)|8386; C3|0.66(0.63-1.11)|2045	C2|chr2|0.09; C3|chr2|0.08	C2|SBS18|0.91; C3|SBS18|0.89; ALL|SBS18|0.90
Battenberg_0.29_3.82	NSLC-0464-T01	0.9517130089704053	0.015725380394767337	0.8626149061245553	0.03170316141438544	0.029791410207110937	0.9190772188398166	WGD	21	10484	0.289473684210528	3.82262109530159	0.279342105263159	3.9823459737403		0.729275641658297		12	0	0.8909859658624308	0		1	chr12:31.24	0	0	0	0	N		C1|0.97(0.60-1.01)|9513; C2|0.59(0.55-0.99)|928	C1|chr2|0.09; C2|chr2|0.08	C1|SBS18|0.91; C2|SBS18|0.88; ALL|SBS18|0.90
Battenberg_0	IGC-03-1265-T06	0.9102300896103664	0.05711303689528969	0.07455134279403697	0.34071751527928407	0.0035770742802410244	0.9059832918585843	WGD	21	33517	0.2	3.51075702572489	0.2044	3.54821898493926	0.2725509544220458	0.94025215682585		0		0.3063169440873492	0		3	chr11:22.96|chr15:23.64|chr21:35.9	0	0	0	0	N	chr4:1:1.93	C1|1.06(1.06-1.07)|33459	C1|chr2|0.11	C1|SBS4|0.91; ALL|SBS4|0.91
Battenberg_0	NSLC-0250-T01	0.9543559762727002	2.7475168124643237e-4	0.4935963675760068	0.13392910297896368	0	0.9518946633795904	WGD	22	5094	0.11	3.86103662986091	0.11418	3.74438158716987		0.998420425469023		0		0.649223981897526	0		0		1	1	1	0	N		C2|1.22(1.21-1.24)|5068	C2|chr2|0.09	C2|SBS40|0.89; ALL|SBS40|0.89
Battenberg_0	NSLC-0368-T01	0.10364396131114914	2.5550714686682657e-4	0	0.06372221118276748	0.061394727093322624	0.043522807568099786	nWGD	1	3691	0.33	1.90934806889575	0.34188	1.90696270335469	0.4328460608030298	0.289303396912693		0		0.002248327404395867	1	nMut = 1267; Ratio = 0.34	0		0	0	0	0	N		C2|0.98(0.51-1.03)|2403; C3|0.51(0.49-0.99)|1267	C2|chrX|0.08; C3|chr4|0.10	C2|SBS5|0.82; C3|SBS40|0.74; ALL|SBS40|0.80
Battenberg_0	NSLC-0642-T01	0.0028065987966014003	0.0028065987966014003	0	0.0028065987966014003	0.0028065987966014003	0	nWGD	0	1341	1	1.99848400564908	0.939	2.00139705528835	0.4281108644146281	0.00294550810014728	|ASCAT_Purity	0		0	0		0		0	0	0	0	N		C1|0.39(0.15-0.39)|471; C2|0.15(0.15-0.16)|858	C1|chrX|0.10; C2|chrX|0.10	C1|SBS5|0.86; C2|SBS5|0.89; ALL|SBS5|0.90
Battenberg_0.14_2.00	NSLC-0642-T01	0.002881840897708559	7.524210110715848e-5	0	0.002881840897708559	0	0.0028368541503679943	nWGD	0	1341	0.14085	2	0.14085	2.25978212211734	0.42798516115561824	0		0		7.499851257856481e-4	0		0		1	1	1	0	N	chr1:1:0.23	C1|2.56(1.02-2.69)|472; C2|1.00(0.98-1.04)|857	C1|chrX|0.10; C2|chrX|0.10	C1|SBS5|0.86; C2|SBS5|0.89; ALL|SBS5|0.90
Battenberg_0	NSLC-0512-T01	0.9163335037705764	0.012260072466145985	0.011940950895955734	0.8863319600009589	0.19690847384532273	0.7185508867358437	WGD	16	37651	0.36	2.25643701643263	0.37332	2.10798188025136	0.38102510765408987	0.985900547703006		0		0.5551979274885384	0		0		0	0	0	0	N	chr12:1:0.4|chr15:1:0.51|chr3:2:0.82|chr9:1:0.79	C2|0.99(0.88-1.01)|25378; C3|0.90(0.86-1.00)|11820	C2|chr1|0.11; C3|chr1|0.10	C2|SBS2|0.80; C3|SBS2|0.80; ALL|SBS2|0.80
Battenberg_0.80_3.07	NSLC-0512-T01	0.9424452450776825	0.7151865577342814	0.04004394436630145	9.806840025735472e-4	0	0.9424452450776825	WGD	22	37651	0.8	3.06628256534262	0.828	3.35784040808683	0.547945205479452	0.201707056893932		66	0	0.04348298645287317	0		2	chr17:18.27|chr19:16.73	0	0	0	0	N		C1|1.02(0.74-1.04)|8323; C2|0.75(0.74-1.02)|28608; C3|0.40(0.21-0.75)|410	C1|chr1|0.11; C2|chr1|0.10; C3|chr5|0.22	C1|SBS2|0.76; C2|SBS2|0.81; C3|SBS2|0.79; ALL|SBS2|0.80
